movie_id,title,genre,keywords,description,year,rating,popularity
62,Whiplash,Drama Music,drumming ambition perfectionism music jazz obsession,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,2014,8.5,92
63,The Truman Show,Drama Comedy,reality television surveillance identity freedom,An insurance salesman discovers his whole life is actually a reality TV show. A prescient satire about surveillance media and the search for authentic human experience.,1998,8.2,93
64,Catch Me If You Can,Crime Drama,fraud identity con artist FBI chase,A seasoned FBI agent pursues Frank Abagnale Jr. who before his 21st birthday successfully forged millions of dollars of checks while posing as a Pan Am pilot doctor and legal prosecutor.,2002,8.1,93
65,The Terminal,Comedy Drama,airport stranded immigration bureaucracy kindness,An eastern immigrant finds himself stranded in JFK airport and must take up temporary residence there. A charming and heartwarming story about bureaucracy kindness and the human spirit.,2004,7.4,88
66,Cast Away,Drama Survival,stranded island survival FedEx volleyball isolation,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island. Tom Hanks delivers a tour-de-force performance as a man alone against nature.,2000,7.8,91
67,Life of Pi,Adventure Drama,tiger ocean survival faith spirituality,A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery while stranded on a lifeboat with an untamed Bengal tiger. A visually breathtaking survival story.,2012,7.9,91
68,127 Hours,Drama Adventure,survival arm trapped canyon solo,Mountain climber Aron Ralston reflects on his life after becoming trapped under a boulder in Blue John Canyon Utah. Based on the true story of one mans extraordinary will to survive.,2010,7.6,87
69,Into the Wild,Adventure Drama,nature freedom escape society transcendence Alaska,After graduating from Emory University in 1992 top student and athlete Christopher McCandless abandons his possessions gives his entire savings to charity and hitchhikes to Alaska to live in the wilderness. A powerful story about freedom.,2007,8.1,89
70,The Revenant,Action Drama,survival revenge wilderness bears frontier,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team. A brutal and beautiful survival epic.,2015,8.0,91
71,Gravity,Science Fiction,astronaut space survival debris orbit,Two astronauts work together to survive after an accident leaves them stranded in space. A groundbreaking technical achievement and nerve-wracking survival thriller set in the vacuum of space.,2013,7.7,93
72,Apollo 13,Drama Science,astronaut space crisis moon NASA teamwork,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy. A tense real-life space rescue.,1995,7.7,90
73,Hidden Figures,Drama Historical,NASA mathematics race gender space Moon,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the US space program and Moon landing mission.,2016,7.8,91
74,First Man,Drama Science,Neil Armstrong moon landing NASA sacrifice,A look at the life of the astronaut Neil Armstrong and the legendary space mission that led him to become the first man to walk on the Moon on July 20 1969.,2018,7.3,86
75,Contact,Science Fiction,alien signal radio telescope scientist,Dr. Ellie Arroway after years of searching finds conclusive radio proof of extraterrestrial intelligence sending plans for a mysterious machine. A profound meditation on science faith and first contact.,1997,7.5,87
76,Annihilation,Science Fiction Horror,alien zone mutation biology mystery,A biologist signs up for a dangerous secret expedition where the laws of nature don't apply. A deeply unsettling and visually stunning exploration of self-destruction and alien biology.,2018,6.8,83
77,Predator,Science Fiction Action,jungle alien hunter military survival,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior. A classic science fiction action thriller.,1987,7.8,90
78,Alien,Science Fiction Horror,space monster survival crew spacecraft,After a space merchant vessel receives an unknown transmission as a distress call one of the crew is attacked by a mysterious life form and they continue their journey. A landmark in science fiction horror.,1979,8.5,95
79,Aliens,Science Fiction Action,marine aliens queen survival military,The planet from Alien has been colonized but contact is lost. This time marines armed to the teeth have been sent. A perfect sequel that amps up the action while retaining the terror.,1986,8.4,94
80,Terminator 2 Judgment Day,Science Fiction Action,robot time travel future nuclear war AI,A cyborg identical to the one who failed to kill Sarah Connor must now protect her ten year old son John from a more advanced and powerful cyborg. One of the greatest sequels ever made.,1991,8.6,96
81,Back to the Future,Science Fiction Comedy,time travel 1955 1985 DeLorean adventure,Marty McFly a 17-year-old high school student is accidentally sent thirty years into the past in a time-traveling DeLorean automobile built by his close friend the eccentric scientist Doc Brown.,1985,8.5,97
82,Jurassic Park,Science Fiction Adventure,dinosaurs park cloning chaos survival,A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose. A masterpiece of cinematic tension.,1993,8.2,97
83,Jurassic World,Science Fiction Adventure,dinosaurs hybrid theme park survival chaos,A new theme park built on the original site of Jurassic Park creates a genetically modified hybrid dinosaur which escapes containment and goes on a killing spree. A thrilling update of the classic premise.,2015,7.0,94
84,Planet of the Apes,Science Fiction,apes future society evolution rebellion humans,An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species and humans are the oppressed and enslaved. A shocking and prescient sci-fi classic.,1968,8.0,90
85,Rise of the Planet of the Apes,Science Fiction Drama,apes intelligence virus rebellion Caesar,Will Rodman a scientist at a San Francisco biotech company is forced to abandon his work on a cure for Alzheimers disease after an incident with a test chimpanzee. A powerful origin story about rebellion and freedom.,2011,7.6,90
86,District 9,Science Fiction,alien apartheid South Africa discrimination refugee,An extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent who is exposed to their biotechnology. A searing allegory about apartheid.,2009,7.9,90
87,Elysium,Science Fiction,future inequality class war robot health,In the year 2154 two classes of people exist: the very wealthy who live on a pristine man-made space station and the rest who live on a ruined Earth. A visually stunning sci-fi allegory about healthcare inequality.,2013,6.6,84
88,The Hunger Games,Action Adventure,dystopia survival competition teenage rebellion,Katniss Everdeen voluntarily takes her younger sisters place in the Hunger Games a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,2012,7.2,94
89,Divergent,Action Adventure,dystopia factions identity rebellion teenage,In a world divided by factions based on virtues Tris learns she's a Divergent who doesn't fully belong to any faction and must find out what makes Divergents dangerous before it's too late.,2014,6.7,88
90,The Maze Runner,Action Adventure,maze mystery survival teenagers memory,Thomas is deposited in a community of boys after his memory is erased waking up in a massive maze with no knowledge of the outside world other than strange dreams about a mysterious organization known as W.C.K.D.,2014,6.8,88
91,Ready Player One,Science Fiction Adventure,virtual reality gaming 80s nostalgia Easter eggs,When the creator of a virtual reality world called the OASIS dies he releases a video in which he challenges all OASIS users to find his Easter Egg which will give the finder his fortune and control of his world.,2018,7.4,91
92,Alita Battle Angel,Science Fiction Action,cyborg identity anime future war,A deactivated female cyborg is revived but cannot remember anything of her past life and goes on a quest to find out who she is. Based on the classic manga series.,2019,7.3,86
93,Mortal Engines,Science Fiction Adventure,steampunk cities movement future survival,In a post-apocalyptic world cities ride on wheels and consume smaller towns to survive. A young woman with a mysterious past aids a group of rebels trying to stop London from devouring their settlements.,2018,6.1,78
94,Snowpiercer,Science Fiction Drama,train class revolution post-apocalyptic inequality,All that remains of humanity lives on a perpetually moving train that circles the globe as Earth has become frozen and uninhabitable. A brilliant class warfare allegory set aboard a train.,2013,7.1,87
95,Sunshine,Science Fiction,sun space mission sacrifice crew heat,Fifty years into the future the sun is dying and mankind faces extinction. A team of astronauts is sent to reignite the sun with a stellar bomb. A beautiful and terrifying space film.,2007,7.3,84
96,Event Horizon,Science Fiction Horror,spaceship dimension hell crew survival,A rescue crew investigates a spaceship that disappeared into a black hole and has now returned with something terrifying on board. Dark and visceral science fiction horror.,1997,6.7,82
97,Solaris,Science Fiction Drama,space station consciousness memory love alien,A psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet. Based on Stanislaw Lems classic novel about memory loss and alien consciousness.,1972,8.1,83
98,Moon,Science Fiction Drama,lonely AI clone lunar base identity,Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon where he is mining the precious moon gas Helium-3. A profound meditation on identity and isolation.,2009,7.9,86
99,Oblivion,Science Fiction Action,post-apocalyptic Earth drone clone alien,A veteran assigned to extract Earths remaining resources begins to question what he knows about his mission and himself. A visually gorgeous sci-fi film starring Tom Cruise.,2013,7.0,85
100,Total Recall,Science Fiction Action,memory Mars identity spy implant,A construction worker finds himself embroiled in a web of espionage that may or may not be a dream after he visits a company that implants artificial memories. Based on a Philip K Dick story.,1990,7.5,88
101,Pacific Rim,Science Fiction Action,robots monsters ocean giant battle,As a war between humankind and monstrous sea creatures wages on a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world.,2013,6.9,88
102,Transformers,Action Science Fiction,robots disguise war alien Earth,An alien war between two races of robots the Autobots and the Decepticons is brought to Earth and a teenager learns that his new car is one of the Autobots. A bombastic action spectacular.,2007,7.0,90
103,The Fifth Element,Science Fiction Action,future alien artifact love destined cab driver,In the colorful future a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr Zorg from destroying Earth. A campy beloved sci-fi classic.,1997,7.7,89
104,Edge of Tomorrow,Science Fiction Action,time loop military alien invasion reset,A military officer is brought into an alien war against an extraterrestrial enemy who can reset the day and know all the mans strategic moves. Constantly reset Tom Cruise must learn to win.,2014,7.9,92
105,Source Code,Science Fiction Thriller,time loop bomb train mystery consciousness,A soldier wakes in the body of an unknown man discovering he's part of a mission to find the bomber of a Chicago commuter train and has only 8 minutes to do it.,2011,7.5,88
106,Looper,Science Fiction Thriller,time travel assassin future past self,In 2074 when the mob wants to get rid of someone the target is sent into the past where a hired gun awaits someone like Joe who one day learns the mob wants to close the loop by sending his future self back for assassination.,2012,7.4,89
107,Minority Report,Science Fiction Thriller,future crime prevention psychics police murder,In 2054 a special police unit is able to arrest murderers before they commit their crimes. An officer from that unit is himself accused of a future murder. Philip K Dick adaptation.,2002,7.6,90
108,I Robot,Science Fiction Action,AI robot future laws rebellion,In 2035 a technophobic cop investigates a crime that may have been perpetrated by a robot which leads to a larger threat to humanity. Based on Isaac Asimovs classic stories.,2004,7.1,88
109,A.I. Artificial Intelligence,Science Fiction Drama,robot child love abandoned future,A highly advanced robotic boy longs to become real so that he can regain the love of his human mother. Stanley Kubricks vision brought to life by Spielberg exploring consciousness and love.,2001,7.1,84
110,Transcendence,Science Fiction Thriller,AI consciousness upload tech singularity,A scientist is mortally wounded and his wife digitizes his brain. But as his new form becomes more powerful and he begins to take over the internet things begin to go wrong.,2014,6.3,80
111,Wargames,Science Fiction Thriller,hacker AI military game nuclear war,A young man finds a back door into a military central computer in which reality and game are dangerously intertwined. A classic 80s thriller about AI and nuclear war.,1983,7.1,82
112,The Social Network,Drama,Facebook startup rivalry friendship betrayal tech,As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook he is sued by the twins who claimed he stole their idea and his co-founder who later sues him for being squeezed out of the business.,2010,7.8,93
113,Steve Jobs,Drama Biographical,Apple tech visionary genius difficult personality,Apple co-founder Steve Jobs is portrayed in the moments before three iconic product launches that defined his career.,2015,7.2,85
114,The Imitation Game,Drama Historical,Turing math codebreaking World War AI Enigma,During World War II the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while being watched by government agents suspicious of his inclinations. A moving portrait of a tragic genius.,2014,8.0,92
115,Good Will Hunting,Drama,genius therapy self-worth potential friendship mathematics,Will Hunting a janitor at MIT has a gift for mathematics but needs help from a psychologist to find direction in his life. An Oscar-winning drama about wasted potential and healing.,1997,8.3,93
116,A Beautiful Mind,Drama Biographical,math schizophrenia Nash genius Nobel mental illness,After John Nash a brilliant but asocial mathematician accepts secret work in cryptography his life takes a turn for the nightmarish. A touching portrayal of genius and mental illness.,2001,8.2,92
117,The Theory of Everything,Drama Biographical,Hawking physics cosmology love disability ALS,A look at the relationship between the famous physicist Stephen Hawking and his wife. Based on the memoir by Jane Hawking about her experience with her ex-husband's sickness and genius.,2014,7.7,89
118,Bohemian Rhapsody,Drama Music Biographical,Queen Freddie Mercury rock band music legacy,The story of the legendary British rock band Queen and lead singer Freddie Mercury who defied stereotypes and shattered convention to become one of the most beloved entertainers on the planet.,2018,8.0,93
119,Rocketman,Drama Music Biographical,Elton John music journey identity fame piano,A musical fantasy about the fantastical human story of Elton Johns breakthrough years. An extravagant and emotional biopic told through iconic Elton John songs.,2019,7.3,87
120,Bohemian Rhapsody,Drama Music,Queen rock band legendary music live performance,A chronicle of the years leading up to Queen's legendary appearance at the Live Aid concert. Features incredible musical performances and Rami Maleks Oscar-winning portrayal of Freddie Mercury.,2018,8.0,93
